nombre_cancion,anio,mes,reproducciones,likes
Punto Final,2017,Octubre,590,1901
Sombras del Ayer,2019,Septiembre,745,1476
Latente,2024,Abril,1720,3971
Punto Final,2023,Diciembre,4064,4991
Desconexión,2016,Julio,1058,4305
Nostalgia,2024,Septiembre,4357,1167
Desorden,2015,Junio,4563,3749
Laberinto,2019,Junio,815,3539
Latidos,2015,Diciembre,3499,2555
Punto Ciego,2019,Diciembre,4407,1405
Sin Mirar Atrás,2022,Junio,1929,2007
Tensión,2022,Marzo,4572,4457
Ecos,2023,Diciembre,658,2213
Horizonte Rojo,2016,Abril,1445,1851
Desfase,2021,Marzo,927,1908
Antes del Silencio,2020,Abril,3535,1041
Desorden,2022,Agosto,426,2603
Sin Mirar Atrás,2016,Junio,4443,1010
Contratiempo,2017,Enero,4750,3284
Claroscuro,2016,Octubre,2921,1918
Pecado,2021,Enero,2816,767
Renacer,2019,Abril,3372,3427
Lento Adiós,2025,Noviembre,2059,3912
Vértice,2018,Noviembre,4158,1747
Colisión,2018,Abril,1678,4733
Sin Control,2016,Enero,1675,4114
Corazón Eléctrico,2022,Enero,3764,686
Recuerdos,2023,Febrero,1349,2212
Desvelo,2016,Julio,1552,550
Horizonte,2025,Marzo,2508,3875
Claroscuro,2024,Abril,603,487
Equilibrio,2018,Febrero,1073,4613
Inercia,2023,Abril,2984,1526
Sutil,2016,Septiembre,3300,4116
Inercia,2020,Abril,182,152
Horizonte,2017,Abril,2830,3251
Equilibrio,2016,Julio,3074,2302
Contratiempo,2021,Mayo,2342,1536
Punto Final,2020,Agosto,366,3503
Reinicio,2017,Diciembre,2980,3463
Fragmentada,2021,Octubre,3064,3299
Ruido Blanco,2025,Diciembre,4700,3050
Recuerdos,2022,Noviembre,3390,4353
Sin Control,2017,Febrero,1865,4858
Siluetas,2018,Marzo,1886,836
Latidos,2025,Noviembre,3490,4595
Contratiempo,2019,Septiembre,529,3602
Tensión,2025,Marzo,2689,3566
Fuego Interno,2025,Junio,4117,2319
Horizonte Rojo,2015,Octubre,4224,3667
Destino Cruzado,2023,Enero,191,1349
Pálpito,2021,Julio,77,345
Vértice,2022,Agosto,2622,1433
Pulso Final,2023,Octubre,3682,4975
Despierto,2016,Octubre,3616,1721
Pulso Final,2025,Diciembre,2501,1652
Punto Ciego,2025,Junio,2021,2377
Después de Ti,2025,Octubre,622,4180
Ritmo Urbano,2019,Julio,2588,1487
Sutil,2021,Octubre,943,3323
Oscuridad Total,2023,Marzo,3892,283
Entre Sombras,2025,Diciembre,1914,960
Tensión,2020,Febrero,4911,1673
Distancia,2020,Mayo,4350,4643
Lluvia de Estrellas,2025,Julio,2645,1681
Distancia,2017,Enero,307,3109
Punto Final,2025,Octubre,1056,3702
Vértigo,2016,Mayo,1745,2748
Repetición,2020,Julio,924,2214
Tensión,2024,Septiembre,557,1456
Claroscuro,2021,Agosto,4360,3878
Desfase,2016,Julio,2582,3448
Sin Mirar Atrás,2015,Julio,2605,2498
Despierta,2023,Febrero,3492,2909
A Contraluz,2018,Agosto,801,57
Desconexión,2017,Julio,2072,3607
Contratiempo,2016,Noviembre,1161,1890
Claroscuro,2023,Marzo,2067,3321
Pulso,2021,Enero,2564,4616
Espiral,2024,Mayo,2493,1465
Caos,2022,Octubre,4000,1277
Noches de Neón,2022,Junio,3762,3547
Desconexión,2015,Septiembre,2286,1533
Sin Mirar Atrás,2025,Julio,1165,1809
Marea Alta,2018,Marzo,4738,618
Distancia,2025,Abril,1599,3431
Instinto,2016,Junio,1258,654
Pulso,2024,Agosto,1419,2034
Cenizas,2022,Mayo,1517,1887
Al Límite,2024,Noviembre,303,4439
Repetición,2017,Octubre,1651,4863
Ritmo Urbano,2017,Diciembre,3994,4613
Mil Vidas,2017,Abril,1384,2796
Antes del Silencio,2016,Julio,790,1702
Ruido Blanco,2021,Marzo,744,1016
Sombras del Ayer,2020,Noviembre,3449,213
Nostalgia,2025,Noviembre,3864,4517
Instinto,2018,Marzo,4984,2172
Horizonte Rojo,2022,Agosto,2113,1679
Última Vez,2023,Diciembre,834,297
Repetición,2025,Enero,2697,3834
Repetición,2017,Mayo,4934,2862
Repetición,2019,Junio,145,2831
Callejón,2018,Noviembre,2830,1116
Alma Libre,2024,Septiembre,1573,2049
Fantasmas,2019,Noviembre,930,4050
Equilibrio,2022,Febrero,3990,70
Marea Alta,2018,Marzo,4253,4059
Renacer,2022,Marzo,2320,1225
Sin Filtro,2016,Octubre,3590,2709
Antes del Silencio,2023,Febrero,1361,1950
Vértice,2019,Mayo,1701,1508
Horizonte,2017,Noviembre,2104,787
Despierta,2021,Agosto,2657,2104
Contratiempo,2022,Noviembre,4756,669
Voces,2016,Julio,294,4531
Ecos,2015,Febrero,4925,344
Pecado,2015,Noviembre,157,1053
Desorden,2018,Noviembre,2870,766
Desvelo II,2020,Noviembre,58,185
Noches de Neón,2020,Noviembre,2998,4113
Fuego Interno,2021,Diciembre,3754,1478
Fantasmas,2015,Mayo,2261,2741
Lluvia de Estrellas,2024,Octubre,4856,3084
Destino Cruzado,2018,Mayo,4281,4574
Pulso Final,2021,Agosto,3506,3323
Despierta,2023,Marzo,407,3846
Entre Sombras,2025,Marzo,3765,3210
Desorden,2019,Abril,4973,4181
Colisión,2020,Agosto,1272,238
Siluetas,2019,Enero,3871,4207
Resonancia,2022,Marzo,813,1606
Colisión,2023,Mayo,2217,4166
Desconexión,2021,Junio,2629,2770
Instante,2023,Septiembre,2893,1718
Lento Adiós,2019,Agosto,2574,1574
Equilibrio,2025,Agosto,4684,3970
Lento Adiós,2017,Abril,4351,3155
Caída Libre,2024,Agosto,2259,1368
A Media Luz,2016,Julio,2210,418
Distancia,2017,Septiembre,4850,4353
Sombras II,2016,Junio,4207,1691
Fuego Interno,2025,Agosto,3910,4626
Lento Adiós,2024,Octubre,1253,1060
Corazón Eléctrico,2015,Marzo,1855,1275
Ruido Blanco,2015,Julio,737,526
Desvelo II,2022,Septiembre,1300,4419
Sin Control,2024,Octubre,4919,4148
Sombras del Ayer,2025,Febrero,895,4940
Desorden,2025,Marzo,2312,3022
Mil Vidas,2024,Julio,3438,2763
Después de Ti,2017,Junio,807,4866
Sombras II,2021,Julio,3717,724
Caos,2023,Abril,3138,235
Al Límite,2016,Junio,3673,4599
Último Latido,2021,Febrero,4309,2859
Marea Alta,2018,Marzo,3022,496
Instinto,2018,Marzo,1814,4025
Instinto,2020,Octubre,3841,3361
Desvelo II,2015,Agosto,4488,1833
Lento Adiós,2015,Julio,3251,3095
Sin Filtro,2019,Noviembre,322,4891
Repetición,2015,Agosto,1718,876
Latidos,2015,Enero,4613,2994
Renacer,2019,Diciembre,689,4012
Lluvia de Estrellas,2016,Junio,4516,2126
Instinto,2025,Noviembre,1858,3938
Fantasmas,2024,Septiembre,3665,3598
Renacer,2016,Abril,3741,1887
Intermitente,2019,Mayo,262,990
Eco Final,2015,Enero,4435,1070
Instante,2018,Noviembre,1699,1036
Entre Sombras,2022,Abril,1952,3842
Voces,2018,Abril,3116,1861
Marea Alta,2019,Abril,2620,861
Callejón,2018,Abril,3708,4992
Contratiempo,2016,Agosto,1039,3795
Fragmentada,2025,Junio,1118,2213
Gravedad,2023,Noviembre,2122,1194
Caos,2023,Octubre,628,4348
Después de Ti,2019,Octubre,4573,4175
Resonancia,2016,Marzo,693,3692
A Contraluz,2020,Abril,657,2025
Lento Adiós,2016,Abril,279,2354
Desfase,2021,Agosto,1136,1087
Pecado,2021,Agosto,3194,1484
Eterno,2016,Enero,1295,4656
Ausencia,2022,Septiembre,657,60
Retroceso,2022,Diciembre,66,3068
Resonancia,2024,Marzo,3428,2662
Pulso,2021,Enero,390,1973
Sutil,2020,Marzo,770,4594
Tensión,2022,Noviembre,3176,91
Sin Control,2017,Junio,1953,4819
Llama Azul,2017,Septiembre,1062,2421
Cenizas,2023,Julio,1239,545
Equilibrio,2022,Mayo,71,711
Tensión,2023,Octubre,2684,4358
Pecado,2020,Octubre,3335,4930
Instinto,2024,Abril,3202,266
Mirada Fría,2022,Junio,4647,3761
Corazón Eléctrico,2022,Enero,243,1298
Fragmentos,2015,Febrero,3282,4650
Vértice,2023,Diciembre,3375,1178
Mil Vidas,2018,Julio,3629,2784
Desvelo II,2019,Marzo,1404,3622
Gravedad,2022,Febrero,215,1131
Horizonte,2025,Noviembre,922,2013
Ciudad Rota,2020,Junio,4457,4154
Inercia,2018,Febrero,675,3433
Caída Libre,2022,Junio,2577,4038
Mil Vidas,2025,Noviembre,4202,778
Pulso,2021,Septiembre,1642,3643
Marea Alta,2024,Abril,3264,2822
Llama Azul,2020,Diciembre,75,1521
Voces,2016,Junio,446,4786
Despierta,2021,Enero,1205,1968
Sin Filtro,2019,Julio,588,3782
A Media Luz,2021,Noviembre,2004,661
Punto Final,2015,Agosto,2492,2285
Punto Ciego,2019,Diciembre,544,3454
Cenizas,2020,Junio,1166,119
Sin Control,2015,Octubre,3479,2808
Nostalgia,2025,Enero,3284,4944
Colisión,2018,Marzo,1560,375
Renacer,2017,Septiembre,271,373
Sombras II,2016,Junio,3907,4598
Sombras del Ayer,2022,Julio,4340,4235
Siluetas,2017,Mayo,3544,1248
Después de Ti,2018,Mayo,4440,1297
Despierto,2017,Junio,3271,1517
Equilibrio,2022,Junio,787,4464
Punto Final,2021,Abril,4540,493
Pecado,2015,Agosto,4587,4600
Reinicio,2020,Enero,1201,4464
Siluetas,2016,Febrero,1118,3029
Ciudad Rota,2017,Mayo,2739,2152
Fantasmas,2021,Diciembre,599,3274
Contratiempo,2021,Agosto,3151,2969
Siluetas,2016,Septiembre,1278,1684
Siluetas,2023,Octubre,2200,3802
Sin Filtro,2021,Diciembre,4476,820
Latidos,2025,Junio,4631,234
Último Latido,2021,Septiembre,2783,1873
Punto Ciego,2024,Septiembre,1314,2729
Punto Final,2020,Enero,2687,419
Instante,2022,Noviembre,497,4485
Callejón,2015,Marzo,2288,1092
Noches de Neón,2018,Abril,4438,3974
Horizonte Rojo,2018,Marzo,3048,3063
A Contraluz,2023,Septiembre,1590,2377
Mil Vidas,2015,Enero,3164,1958
Instinto,2025,Marzo,357,1181
Recuerdos,2021,Septiembre,144,4986
Punto Ciego,2022,Noviembre,2844,2161
Noches de Neón,2022,Mayo,4379,4068
Nostalgia,2020,Marzo,1795,4875
Pulso Final,2017,Febrero,749,3971
Nostalgia,2016,Enero,4238,1351
Lento Adiós,2023,Diciembre,3704,873
A Contrarreloj,2015,Febrero,3879,4814
Ritmo Urbano,2024,Marzo,826,2258
Sin Control,2024,Enero,2868,3301
Desvelo,2017,Julio,859,3233
Última Vez,2017,Octubre,4013,4938
Tiempo Muerto,2022,Noviembre,457,2193
Gravedad,2021,Diciembre,4353,1136
Horizonte Rojo,2016,Marzo,1365,4144
Voces,2025,Febrero,180,2167
Distancia,2022,Septiembre,1769,4817
Eterno,2022,Diciembre,92,3214
Cicatrices,2020,Enero,486,3492
Mil Vidas,2025,Febrero,3605,599
Pálpito,2019,Enero,2563,3890
Vértigo,2025,Julio,1182,399
Ciudad Rota,2017,Septiembre,1415,63
Instinto,2022,Septiembre,632,1054
Alma Libre,2017,Octubre,721,4192
Cenizas,2020,Octubre,3418,744
Latente,2015,Mayo,4632,267
Lluvia de Estrellas,2025,Diciembre,240,463
Vértice,2016,Abril,3719,1876
Fragmentos,2022,Abril,2289,4198
Punto Ciego,2025,Febrero,3946,556
Fuego Interno,2016,Marzo,160,1409
Ciudad Rota,2017,Mayo,3976,4574
Ciudad Rota,2022,Febrero,529,3572
Nostalgia,2018,Octubre,2799,1493
Cenizas,2019,Noviembre,3400,1872
Latidos,2023,Septiembre,2757,2493
Espiral,2015,Marzo,186,4594
Ecos,2020,Diciembre,2122,193
Oscuridad Total,2017,Febrero,4127,4453
Fragmentos,2022,Marzo,2507,2100
Mil Vidas,2019,Enero,2096,3291
Cicatrices,2019,Mayo,231,1709
Reinicio,2020,Agosto,4110,911
Ruido Blanco,2018,Octubre,1290,2370
Retroceso,2015,Agosto,4996,233
Desfase,2017,Agosto,4235,1386
Oscuridad Total,2022,Junio,3273,2168
Fantasmas,2022,Agosto,3725,1014
Oscuridad Total,2017,Diciembre,4929,4799
Pulso,2019,Abril,3982,3191
Alma Libre,2021,Junio,4227,2013
Sombras del Ayer,2024,Junio,227,1442
Sombras del Ayer,2018,Enero,3816,4232
Última Vez,2021,Septiembre,3440,2877
Lento Adiós,2018,Marzo,4028,2526
Latidos,2019,Diciembre,2027,2382
Al Límite,2018,Marzo,2855,4980
Retroceso,2016,Septiembre,453,1615
Desconexión,2020,Marzo,1028,905
Desorden,2020,Abril,3784,4090
Espiral,2024,Febrero,751,319
Claroscuro,2022,Diciembre,355,2194
Fuego Interno,2024,Mayo,2516,2424
Colisión,2025,Mayo,4637,1748
Espiral,2025,Noviembre,1098,4533
Cenizas,2021,Enero,1878,2319
Desvelo II,2020,Octubre,3400,2278
Último Latido,2018,Mayo,3612,3002
Siluetas,2017,Enero,2711,4494
Pálpito,2021,Enero,4508,4697
Vértigo,2023,Febrero,214,4264
Mirada Fría,2022,Octubre,4847,4797
Claroscuro,2021,Febrero,3066,1726
Horizonte Rojo,2017,Agosto,2182,1341
Fuego Interno,2021,Marzo,1897,903
Antes del Silencio,2015,Julio,4344,3980
Sombras del Ayer,2021,Enero,3557,2722
Despierto,2020,Enero,4523,3290
Lluvia de Estrellas,2023,Marzo,3744,4475
Latidos,2023,Enero,424,1317
Sin Mirar Atrás,2017,Marzo,605,4945
Instante,2019,Abril,1169,2595
A Contraluz,2019,Diciembre,3590,3450
Cenizas,2018,Junio,3581,4672
Pulso,2025,Junio,3302,1355
Mirada Fría,2022,Octubre,3996,715
Cicatrices,2016,Junio,1878,172
Despierta,2022,Septiembre,2832,3437
Noches de Neón,2019,Octubre,1234,3621
Desvelo,2019,Septiembre,2174,1529
Marea Alta,2022,Abril,4010,2239
Mirada Fría,2015,Agosto,4586,1128
Sin Control,2024,Agosto,33,3781
Entre Sombras,2015,Noviembre,2295,4611
Caos,2025,Agosto,1545,2922
Callejón,2020,Noviembre,1840,4778
Contratiempo,2023,Febrero,313,2883
Ausencia,2016,Agosto,9,4203
Punto Final,2024,Agosto,3080,1017
Despierta,2023,Marzo,4165,1804
Tiempo Muerto,2016,Enero,4968,1729
Fragmentos,2015,Abril,3451,359
Corazón Eléctrico,2024,Marzo,3526,4107
Desvelo II,2021,Noviembre,2123,3246
Antes del Silencio,2017,Diciembre,2462,4777
Latidos,2018,Noviembre,1908,1078
Fantasmas,2024,Noviembre,2442,4218
Caos,2020,Junio,4877,4473
Nostalgia,2024,Junio,786,3874
Equilibrio,2020,Julio,1728,853
Renacer,2024,Julio,506,2114
Oscuridad Total,2024,Julio,2318,3535
Latente,2018,Febrero,3873,4440
Lluvia de Estrellas,2018,Abril,2687,1069
Noches de Neón,2023,Febrero,1217,3602
Ruido Blanco,2022,Febrero,2506,1775
Horizonte Rojo,2017,Febrero,165,2010
Sombras del Ayer,2022,Diciembre,4117,3223
Intermitente,2016,Junio,993,561
Al Límite,2017,Enero,4869,506
Sin Filtro,2021,Octubre,1699,511
Fragmentos,2023,Enero,3160,331
Cicatrices,2016,Abril,4091,566
Instinto,2015,Febrero,260,203
Pecado,2021,Noviembre,149,3520
Ritmo Urbano,2018,Julio,597,3698
A Contrarreloj,2020,Febrero,2031,1255
Niebla,2023,Diciembre,604,196
Sombras del Ayer,2017,Noviembre,4954,4801
Colisión,2019,Septiembre,747,1511
Pulso Final,2019,Diciembre,581,2580
Sombras del Ayer,2025,Noviembre,850,4825
Ecos,2018,Junio,1585,1515
Instante,2016,Diciembre,3808,1758
Mil Vidas,2018,Octubre,887,329
Latente,2020,Abril,1581,2466
Fuego Interno,2020,Julio,3366,1452
Repetición,2023,Enero,636,1963
Punto Final,2017,Noviembre,606,3569
Entre Sombras,2018,Febrero,3721,3696
Laberinto,2017,Marzo,4027,2796
Distancia,2022,Junio,644,3836
Al Límite,2025,Abril,1203,2075
Sombras II,2023,Enero,4593,3658
Destino Cruzado,2021,Septiembre,4757,1511
Resonancia,2020,Mayo,4977,3093
Llama Azul,2017,Octubre,4425,3655
Llama Azul,2017,Mayo,1008,1835
Repetición,2019,Noviembre,814,1174
Corazón Eléctrico,2024,Mayo,4866,3462
Oscuridad Total,2019,Marzo,3825,1993
Sin Filtro,2025,Septiembre,328,108
Lento Adiós,2016,Diciembre,1372,343
Intermitente,2023,Febrero,391,3904
Recuerdos,2024,Mayo,1405,2637
Callejón,2018,Julio,434,1789
Intermitente,2025,Septiembre,788,4888
Equilibrio,2020,Abril,2987,894
Ecos,2023,Octubre,3963,312
Desvelo,2024,Agosto,1875,1571
Marea Alta,2019,Febrero,4833,1408
Fragmentos,2025,Enero,4728,2377
A Contraluz,2020,Octubre,4087,4555
Sin Control,2022,Enero,4464,788
Mil Vidas,2015,Abril,4840,3397
Desfase,2022,Marzo,1288,2169
Ritmo Urbano,2025,Julio,4013,4445
Fragmentos,2020,Marzo,2348,666
Despierta,2025,Julio,3357,3176
Ecos,2017,Septiembre,384,510
Antes del Silencio,2017,Febrero,697,1345
Inercia,2022,Mayo,180,2840
Inercia,2018,Noviembre,298,474
Tensión,2016,Mayo,1569,860
Retroceso,2019,Agosto,913,2952
Lento Adiós,2024,Septiembre,987,4950
Desorden,2016,Junio,1205,2802
Pulso,2022,Mayo,3633,1377
Reinicio,2021,Diciembre,451,3062
Latente,2017,Julio,3803,812
Ausencia,2021,Marzo,1390,1753
Colisión,2023,Mayo,1571,4341
Niebla,2016,Julio,1152,2860
Punto Ciego,2023,Agosto,965,443
Eterno,2018,Junio,3716,1563
Lento Adiós,2025,Septiembre,4433,3151
Desvelo II,2024,Febrero,1150,1962
Desconexión,2020,Marzo,350,1428
Cicatrices,2017,Septiembre,1145,3149
Laberinto,2017,Octubre,2531,2885
Eterno,2025,Diciembre,4769,1963
Contratiempo,2019,Abril,3246,74
Corazón Eléctrico,2016,Julio,2603,2838
A Media Luz,2020,Junio,104,2923
Después de Ti,2023,Noviembre,990,1397
Último Latido,2018,Mayo,2532,3625
Fantasmas,2015,Abril,568,905
Sin Mirar Atrás,2021,Marzo,1525,319
Después de Ti,2017,Octubre,494,2804
Intermitente,2020,Abril,2289,4817
Fantasmas,2025,Agosto,4555,4559
Contratiempo,2025,Enero,2338,174
Ausencia,2024,Septiembre,2721,3247
Siluetas,2016,Agosto,542,724
Niebla,2018,Mayo,2560,3352
Vértigo,2017,Octubre,3415,2784
Último Latido,2023,Septiembre,3414,209
Pulso Final,2017,Noviembre,1715,1498
Después de Ti,2020,Noviembre,1021,3990
Pulso,2019,Agosto,2956,4365
Punto Final,2016,Julio,2090,524
Callejón,2018,Febrero,4579,184
Sutil,2021,Agosto,3570,3591
Tiempo Muerto,2019,Marzo,2685,918
Callejón,2024,Octubre,907,2415
Reinicio,2022,Octubre,3994,3817
Despierta,2022,Diciembre,3196,4216
Desorden,2021,Enero,767,4718
Ciudad Rota,2019,Agosto,4545,3000
Pecado,2025,Enero,4260,2963
Ruido Blanco,2020,Septiembre,4697,656
Última Vez,2018,Julio,1391,4630
Oscuridad Total,2018,Febrero,542,1661
Inercia,2022,Mayo,1492,3521
A Contraluz,2022,Septiembre,4243,1784
Lluvia de Estrellas,2015,Agosto,4654,773
Oscuridad Total,2022,Junio,4757,905
Sin Mirar Atrás,2024,Diciembre,4597,24
Fantasmas,2023,Enero,1360,2908
Siluetas,2017,Noviembre,3119,723
Sin Filtro,2016,Diciembre,4659,4074
Lluvia de Estrellas,2022,Diciembre,4439,3380
Contratiempo,2021,Septiembre,100,3206
Latente,2023,Agosto,47,4392
Marea Alta,2016,Marzo,3395,118
Sin Mirar Atrás,2017,Diciembre,2609,2165
Al Límite,2020,Noviembre,3847,2420
Horizonte Rojo,2022,Abril,1665,675
Contratiempo,2023,Octubre,3393,3236
Último Latido,2017,Febrero,83,2013
Despierta,2016,Abril,4798,3217
Renacer,2017,Septiembre,3884,3931
Cicatrices,2022,Agosto,3529,217
Vértice,2025,Enero,249,529
Después de Ti,2021,Septiembre,4554,1814
Desorden,2018,Agosto,1118,1928
Pulso Final,2016,Abril,3160,2948
Intermitente,2015,Diciembre,1890,3981
Siluetas,2024,Diciembre,1070,4697
Despierto,2019,Julio,2270,1663
Siluetas,2025,Abril,945,1286
Colisión,2021,Octubre,1878,2153
Pecado,2015,Julio,4470,3002
Gravedad,2023,Marzo,963,4833
Desfase,2022,Enero,2810,3182
Espiral,2017,Febrero,1264,207
Oscuridad Total,2017,Julio,1811,530
Cicatrices,2016,Diciembre,1240,3519
Ecos,2018,Abril,2338,1343
Vértice,2025,Julio,483,1179
Lento Adiós,2017,Abril,2263,4840
Punto Final,2022,Noviembre,529,4298
Desvelo,2015,Noviembre,470,2074
Siluetas,2025,Octubre,651,4595
Claroscuro,2025,Junio,4172,127
Desvelo II,2021,Diciembre,2121,259
Fuego Interno,2025,Febrero,4597,2392
Eco Final,2024,Marzo,4426,927
Cenizas,2022,Abril,500,4595
Pecado,2019,Noviembre,4719,4611
Repetición,2019,Septiembre,597,3310
Pecado,2016,Julio,162,1870
Ruido Blanco,2015,Septiembre,494,2531
Callejón,2016,Junio,4782,1278
Ecos,2021,Julio,4087,1068
Niebla,2025,Junio,2690,3889
Gravedad,2019,Julio,3578,3935
Ciudad Rota,2019,Septiembre,215,1332
Fantasmas,2015,Diciembre,1536,3019
Niebla,2018,Julio,3371,1292
Retroceso,2019,Noviembre,1760,4004
Antes del Silencio,2024,Julio,4354,593
Voces,2018,Marzo,2437,1185
Recuerdos,2025,Mayo,2423,4841
Ausencia,2021,Septiembre,2912,3427
Horizonte Rojo,2019,Agosto,4302,1837
Inercia,2020,Mayo,2783,3378
Antes del Silencio,2020,Marzo,530,3166
Tensión,2021,Mayo,1571,1880
Reinicio,2020,Diciembre,4834,4540
A Contraluz,2016,Septiembre,1386,846
Horizonte Rojo,2017,Mayo,119,1757
Renacer,2016,Noviembre,33,4966
A Media Luz,2020,Septiembre,457,314
Intermitente,2022,Diciembre,4489,3931
Marea Alta,2017,Febrero,3302,803
Contratiempo,2015,Abril,3380,2702
Fragmentos,2017,Mayo,2574,63
Última Vez,2022,Octubre,1749,528
Recuerdos,2018,Diciembre,4629,43
Distancia,2023,Diciembre,71,676
Lluvia de Estrellas,2017,Abril,2681,2080
Pulso Final,2025,Marzo,1056,4066
Mirada Fría,2018,Mayo,3073,3038
Desorden,2021,Marzo,4736,2869
Eterno,2025,Diciembre,4183,2076
Último Latido,2020,Marzo,3872,1030
Vértice,2021,Diciembre,1646,3322
Ritmo Urbano,2022,Septiembre,2275,3913
Antes del Silencio,2020,Junio,4303,4309
Desvelo,2023,Julio,3309,1253
Al Límite,2021,Marzo,1965,1171
Despierto,2020,Septiembre,1150,4855
Recuerdos,2021,Abril,4457,4428
Equilibrio,2022,Septiembre,2311,2512
A Contraluz,2023,Noviembre,4868,1858
Llama Azul,2025,Agosto,733,1116
Sin Filtro,2018,Enero,2453,1711
Marea Alta,2022,Marzo,4008,2927
Intermitente,2019,Octubre,4743,2590
Tiempo Muerto,2024,Julio,1234,2331
Entre Sombras,2023,Octubre,771,733
Alma Libre,2020,Noviembre,2742,587
Pecado,2016,Abril,1987,2856
Repetición,2020,Junio,1683,1083
Sin Control,2015,Febrero,3907,822
Lento Adiós,2017,Enero,503,3270
Desvelo,2023,Junio,2155,960
Caos,2019,Diciembre,2034,2504
Fragmentada,2022,Febrero,1610,2022
Niebla,2025,Octubre,2719,4008
Desvelo,2015,Diciembre,2534,1877
Reinicio,2018,Febrero,2374,535
Desvelo II,2023,Diciembre,2061,4557
Latente,2022,Julio,4994,3759
Última Vez,2018,Agosto,2795,3414
Desvelo,2023,Octubre,2758,3998
Antes del Silencio,2016,Mayo,1550,2718
Sombras del Ayer,2016,Febrero,721,11
Lluvia de Estrellas,2016,Marzo,811,461
Callejón,2015,Noviembre,794,4106
Mirada Fría,2021,Agosto,4519,4938
Horizonte Rojo,2025,Mayo,3267,2002
Latente,2024,Marzo,3496,1590
Punto Ciego,2025,Octubre,4575,3362
Desfase,2021,Diciembre,3231,2430
Ciudad Rota,2017,Octubre,181,1543
Corazón Eléctrico,2024,Agosto,1338,2858
Repetición,2019,Febrero,1235,3357
Despierta,2021,Abril,3859,545
Instinto,2024,Julio,3640,39
Mil Vidas,2015,Octubre,3893,4471
Noches de Neón,2019,Septiembre,2856,4061
Siluetas,2023,Abril,3637,4823
Punto Final,2024,Diciembre,2045,2597
A Contrarreloj,2020,Octubre,2363,3211
Siluetas,2023,Marzo,3484,4272
Sin Control,2021,Febrero,1884,3580
Vértice,2023,Diciembre,3961,1602
Caída Libre,2023,Diciembre,455,263
Destino Cruzado,2024,Junio,2417,3436
Retroceso,2021,Noviembre,3654,3923
Fragmentada,2015,Enero,4493,2421
Vértigo,2017,Noviembre,2570,4131
Lento Adiós,2016,Julio,3680,3582
Pecado,2020,Mayo,3275,2307
Eco Final,2025,Agosto,3305,614
Oscuridad Total,2021,Agosto,4212,1236
Mirada Fría,2025,Junio,1691,1056
Cenizas,2017,Octubre,446,2032
Horizonte Rojo,2019,Junio,3144,3392
Laberinto,2019,Julio,551,3008
Nostalgia,2017,Diciembre,1550,4863
Callejón,2015,Marzo,4308,3199
Despierta,2025,Junio,2665,609
Ritmo Urbano,2021,Agosto,4690,3941
Pecado,2025,Mayo,315,4621
Marea Alta,2018,Agosto,3209,4334
Niebla,2023,Noviembre,3358,2137
Corazón Eléctrico,2024,Enero,3609,932
Fuego Interno,2016,Julio,2890,157
Cicatrices,2020,Diciembre,334,1520
Nostalgia,2015,Febrero,688,3514
Ciudad Rota,2016,Enero,1469,374
Horizonte Rojo,2020,Enero,3268,4634
Claroscuro,2022,Marzo,4244,1245
Ritmo Urbano,2017,Mayo,3281,1611
A Contraluz,2019,Mayo,2442,142
Mirada Fría,2021,Junio,2164,2061
Entre Sombras,2024,Noviembre,3013,4702
Voces,2015,Septiembre,3535,640
Laberinto,2021,Julio,4208,996
Sin Mirar Atrás,2019,Enero,4773,653
Ruido Blanco,2024,Enero,4573,2771
Mirada Fría,2022,Julio,4893,4533
Renacer,2025,Septiembre,8,3721
Distancia,2024,Marzo,3531,1488
Pulso,2020,Febrero,823,3727
Callejón,2020,Mayo,2825,1784
Punto Ciego,2022,Diciembre,1596,2939
Latente,2015,Octubre,1140,2476
Alma Libre,2024,Octubre,2160,1551
Caída Libre,2025,Junio,1068,4429
Sin Control,2022,Mayo,1497,3022
Eterno,2025,Agosto,1468,3304
Horizonte,2017,Noviembre,1837,3888
Instinto,2024,Abril,1331,1973
Ruido Blanco,2017,Agosto,329,4311
Vértice,2020,Julio,4994,1234
Pecado,2025,Junio,4450,1013
Pulso,2018,Mayo,4001,4526
Corazón Eléctrico,2022,Octubre,117,1744
Callejón,2025,Febrero,729,2064
Desfase,2021,Febrero,4858,3146
